author,year,journal,citation,table_figure,source_id
Pontius,1973,Transactions of the American Fisheries Society,"Pontius, R. W., & Parker, M. (1973). Food habits of the mountain whitefish, Prosopium williamsoni (Girard). Transactions of the American Fisheries Society, 102(4), 764-773.",tbl_1,630
Pothoven,2013,North American Journal of Fisheries Management,"Pothoven, S. A., & Madenjian, C. P. (2013). Increased piscivory by lake whitefish in Lake Huron. North American Journal of Fisheries Management, 33(6), 1194-1202.",tbl_1,631
Pothoven,2017,Ecology of Freshwater Fish,"Pothoven, S. A., Madenjian, C. P., & Höök, T. O. (2017). Feeding ecology of the walleye (Percidae, Sander vitreus), a resurgent piscivore in Lake Huron (Laurentian Great Lakes) after shifts in the prey community. Ecology of Freshwater Fish, 26(4), 676-685.",tbl_3,632
Quist,2002,NA,"Quist, M. C., Guy, C. S., Bernot, R. J., & Stephen, J. L. (2002). Seasonal variation in condition, growth and food habits of walleye in a Great Plains reservoir and simulated effects of an altered thermal regime. Journal of Fish Biology, 61(6), 1329-1344.",tbl_1,634
Quist,2006,The Southwestern Naturalist,"Quist, M. C., Bower, M. R., & Hubert, W. A. (2006). Summer food habits and trophic overlap of roundtail chub and creek chub in Muddy Creek, Wyoming. The Southwestern Naturalist, 51(1), 22-27.",tbl_1,637
Reinthal,1990,Environmental Biology of Fishes,"Reinthal, PN. 1990. The feeding habits of a group of herbivorous rock-dewlling cichlid fishes (Cichlidae: Perciformes) from Lake Malawi, Africa",tbl_1,646
Quist,2006,The Southwestern Naturalist,"Quist, M. C., Bower, M. R., & Hubert, W. A. (2006). Summer food habits and trophic overlap of roundtail chub and creek chub in Muddy Creek, Wyoming. The Southwestern Naturalist, 51(1), 22-27.",apdx_1,635
Quist,2007,The Southwestern Naturalist,"Quist, M. C., Bower, M. R., & Hubert, W. A. (2006). Summer food habits and trophic overlap of roundtail chub and creek chub in Muddy Creek, Wyoming. The Southwestern Naturalist, 51(1), 22-27.",apdx_1,638
Quist,2008,The Southwestern Naturalist,"Quist, M. C., Bower, M. R., & Hubert, W. A. (2006). Summer food habits and trophic overlap of roundtail chub and creek chub in Muddy Creek, Wyoming. The Southwestern Naturalist, 51(1), 22-27.",apdx_1,639
Quist,2009,The Southwestern Naturalist,"Quist, M. C., Bower, M. R., & Hubert, W. A. (2006). Summer food habits and trophic overlap of roundtail chub and creek chub in Muddy Creek, Wyoming. The Southwestern Naturalist, 51(1), 22-27.",apdx_1,640
Quist,2010,The Southwestern Naturalist,"Quist, M. C., Bower, M. R., & Hubert, W. A. (2006). Summer food habits and trophic overlap of roundtail chub and creek chub in Muddy Creek, Wyoming. The Southwestern Naturalist, 51(1), 22-27.",apdx_1,641
Quist,2006,The Southwestern Naturalist,"Quist, M. C., Bower, M. R., & Hubert, W. A. (2006). Summer food habits and trophic overlap of roundtail chub and creek chub in Muddy Creek, Wyoming. The Southwestern Naturalist, 51(1), 22-27.",apdx_2,636
Rine,2016,NA,"Rine, K. M., Wipfli, M. S., Schoen, E. R., Nightengale, T. L., & Stricker, C. A. (2016). Trophic pathways supporting juvenile Chinook and coho salmon in the glacial Susitna River, Alaska: patterns of freshwater, marine, and terrestrial food resource use across a seasonally dynamic habitat mosaic. Canadian journal of fisheries and aquatic sciences, 73(11), 1626-1641.",tbl_4,650
Romand,1983,Journal of African Zoology,"Romand, R., & Morgalet, P. (1983). Ecology and feeding habits of vari‐ous Cyprinodontidae from Guinea. Revue De Zoologie Africaine, 97, 288-299.",tbl_2,655
Rondorf,1990,Transactions of the American Fisheries Society,"Rondorf, D. W., Gray, G. A., & Fairley, R. B. (1990). Feeding ecology of subyearling chinook salmon in riverine and reservoir habitats of the Columbia River. Transactions of the American Fisheries Society, 119(1), 16-24.",tbl_1,658
Sagar,1994,NA,"Sagar, P. M., & Glova, G. J. (1994). Food partitioning by small fish in a coastal New Zealand stream. New Zealand journal of marine and freshwater research, 28(4), 429-436.",tbl_2,661
Saliu,2002,NA,"Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.",tbl_1,666
Sanyanga,1997,Hydrobiologia,"Sanyanga, R. A. (1997). Food composition and selectivity of Synodontis zambezensis (Pisces: Mochokidae) in Lake Kariba, and the ecological implications. Hydrobiologia, 361(1-3), 89-99.",tbl_1,671
Ayoade,2008,NA,"Ayoade, A., Fagade, S., & Adebisi, A. (2008). Diet and dietary habits of the fish Schilbe mystus (Siluriformes: Schilbeidae) in two artificial lakes in Southwestern Nigeria. Revista de biología tropical, 56(4), 1847-1855.",tbl_2,40
Shelton,2018,African journal of aquatic science,"Shelton, J. M., Bird, M. S., & Marr, S. M. (2018). Evidence for diet partitioning among three coexisting native freshwater fishes in South Africa's Cape Fold Ecoregion. African journal of aquatic science, 43(2), 89-100.",tbl_1,677
Sibbing,2000,Reviews in Fish Biology and Fisheries,"Sibbing, F. A., & Nagelkerke, L. A. (2000). Resource partitioning by Lake Tana barbs predicted from fish morphometrics and prey characteristics. Reviews in Fish Biology and Fisheries, 10(4), 393-437.",tbl_5,682
Silva,2019,Biota Neotropica,"Silva, Z., Nascimento, P. E. C. D., Vitule, J. R. S., Frehse, F. D. A., Ferraz, M. S. O., & Mourgués-Schurter, L. R. (2019). Diet and resource sharing by two Pimelodidae species in a Southeastern Brazilian reservoir. Biota Neotropica, 19(3).",tbl_2,685
Sloane,1984,Marine and Freshwater Research,"Sloane, R. D. (1984). Distribution, abundance, growth and food of freshwater eels (Anguilla spp.) in the Douglas River, Tasmania. Marine and Freshwater Research, 35(3), 325-339.",tbl_4,688
Snyder,1984,California Fish and Game,"Snyder, R. J. (1984). Seasonal variation in the diet of the three-spine stickleback, Gasterosteus aculeatus, in Contra Costa County, California. California Fish and Game, 70(3), 167-172.",tbl_1,690
Speirs,1974,Transactions of the American Fisheries Society,"Speirs, G. D. (1974). Food habits of landlocked salmon and brook trout in a Maine lake after introduction of landlocked alewives. Transactions of the American Fisheries Society, 103(2), 396-399.",tbl_1,696
Stoner,1980,Fishery Bulletin,"Stoner, A. W. (1980). Feeding ecology of Lagodon rhomboides (Pisces: Sparidae): variation and functional responses. Fishery Bulletin, 78(2), 337-352.",tbl_2,707
Surber,1941,Transactions of the American Fisheries Society,"Surber, E. W. (1941). A quantitative study of the food of the smallmouth black bass, Micropterus dolomieu, in three eastern streams. Transactions of the American Fisheries Society, 70(1), 311-334.",tbl_3,712
Swift,1970,California Fish and Game,"Swift, M. C. (1970). A qualitative and quantitative study of trout food in Castle Lake, California. California Fish and Game, 56(2), 100-120.",tbl_1,713
Swift,1970,California Fish and Game,"Swift, M. C. (1970). A qualitative and quantitative study of trout food in Castle Lake, California. California Fish and Game, 56(2), 100-120.",tbl_2,714
Taher,2016,Special Second International Scientific Conference for the Life Sciences,"Taher, M. M., Al-Dubakel, A. Y., & Al-Lamy, J. H. (2016). Trophic breadth and dietary overlap for ten fish species caught from Shatt Al-Arab River, Fao, southern Iraq. Al-Kufa University Journal for Biology, (Special Second International Scientific Conference for the Life Sciences), 100-107.",tbl_5,716
Tester,1932,Publications of the ontario fisheries research laboratory,no results in search,tbl_1,723
Tester,1932,Publications of the ontario fisheries research laboratory,no results in search,tbl_3,724
Tester,1932,Publications of the ontario fisheries research laboratory,no results in search,tbl_4,725
Tester,1932,Publications of the ontario fisheries research laboratory,no results in search,tbl_5,726
Tester,1932,Publications of the ontario fisheries research laboratory,no results in search,tbl_6,727
Tippets,1978,The Journal of Animal Ecology,"Tippets, W. E., & Moyle, P. B. (1978). Epibenthic feeding by rainbow trout (Salmo gairdneri) in the McCloud River, California. The Journal of Animal Ecology, 549-559.",tbl_1,732
Vieira,2013,Zoologia,"Vieira, J. P., & Lopes, M. N. (2013). Size-selective predation of the catfish Pimelodus pintado (Siluriformes: Pimelodidae) on the golden mussel Limnoperna fortunei (Bivalvia: Mytilidae). Zoologia (Curitiba), 30(1), 43-48.",tbl_1,758
Walter,2003,Fishery Bulletin,"Walter, J. F., & Austin, H. M. (2003). Diet composition of large striped bass (Morone saxatilis) in Chesapeake Bay. Fishery Bulletin, 101(2), 414.",tbl_2,770
Wasserman,2011,African Zoology,"Wasserman, R. J., N. A. Strydom, and O. L. F. Weyl. ""Diet of largemouth bass, Micropterus salmoides (Centrarchidae), an invasive alien in the lower reaches of an Eastern Cape river, South Africa."" African Zoology 46.2 (2011): 378-386.",tbl_1,771
Webster,1943,Transactions of the American Fisheries Society,"Webster, D. A. (1943). Food progression in young white perch Morone americana (Gmelin) from Bantam Lake, Connecticut. Transactions of the American Fisheries Society, 72(1), 136-144.",tbl_2,774
Weiland,1994,University of Missouri-Columbia,"Weiland, M. A. (1994). An evaluation of causes for the decline of the lake taneycomo trophy rainbow trout fishery (Master's thesis, University of Missouri-Columbia).",tbl_5,777
Weiland,1994,University of Missouri-Columbia,"Weiland, M. A. (1994). An evaluation of causes for the decline of the lake taneycomo trophy rainbow trout fishery (Master's thesis, University of Missouri-Columbia).",tbl_5b,778
Weinman,2007,Journal of Freshwater Ecology,"Weinman, M. L., & Lauer, T. E. (2007). Diet of Grass Pickerel (Esox americanus vermiculafus) in Indiana Streams. Journal of Freshwater Ecology, 22(3), 451-460.",tbl_2,779
Weliange,2003,Asian Fisheries Science,"Weliange, W. S., & Amarasinghe, U. S. (2003). Accounting for diel feeding periodicity in quantifying food resource partitioning in fish assemblages in three reservoirs of Sri Lanka. Asian Fisheries Science, 16(3/4), 203-214.",tbl_2,780
Weliange,2003,Asian Fisheries Science,"Weliange, W. S., & Amarasinghe, U. S. (2003). Accounting for diel feeding periodicity in quantifying food resource partitioning in fish assemblages in three reservoirs of Sri Lanka. Asian Fisheries Science, 16(3/4), 203-214.",tbl_3,781
Weliange,2003,Asian Fisheries Science,"Weliange, W. S., & Amarasinghe, U. S. (2003). Accounting for diel feeding periodicity in quantifying food resource partitioning in fish assemblages in three reservoirs of Sri Lanka. Asian Fisheries Science, 16(3/4), 203-214.",tbl_4,782
Welton,1983,Archiv fur Hydrobiologie,"Welton, J. S., JS, W., & CA, M. (1983). Food and habitat partitioning in two small benthic fishes, Noemacheilus barbatulus (L.) and Cottus gobio L.",tbl_5,787
Whitaker,1977,American Midland Naturalist,"Whitaker Jr, J. O. (1977). Seasonal changes in food habits of some cyprinid fishes from the White River at Petersburg, Indiana. American Midland Naturalist, 411-418.",tb_1,789
Whitaker,1977,American Midland Naturalist,"Whitaker Jr, J. O. (1977). Seasonal changes in food habits of some cyprinid fishes from the White River at Petersburg, Indiana. American Midland Naturalist, 411-418.",tbl_2,790
Whitaker,1977,American Midland Naturalist,"Whitaker Jr, J. O. (1977). Seasonal changes in food habits of some cyprinid fishes from the White River at Petersburg, Indiana. American Midland Naturalist, 411-418.",tbl_3,791
Whitaker,1977,American Midland Naturalist,"Whitaker Jr, J. O. (1977). Seasonal changes in food habits of some cyprinid fishes from the White River at Petersburg, Indiana. American Midland Naturalist, 411-418.",tbl_3c,792
Williams,1980,Great Basin Naturalist,"Williams, Jack E. and Williams, Cynthia D. (1980) ""Feeding ecology ofGila boraxobius(Osteichthyes: Cyprinidae) endemic to a thermal lake in southeastern Oregon,""Great Basin Naturalist: Vol. 40 : No. 2 , Article 1.",tbl_4,797
Williams,1980,Great Basin Naturalist,"Williams, Jack E. and Williams, Cynthia D. (1980) ""Feeding ecology ofGila boraxobius(Osteichthyes: Cyprinidae) endemic to a thermal lake in southeastern Oregon,""Great Basin Naturalist: Vol. 40 : No. 2 , Article 1.",tbl_1,800
Williams,1980,Great Basin Naturalist,"Williams, Jack E. and Williams, Cynthia D. (1980) ""Feeding ecology ofGila boraxobius(Osteichthyes: Cyprinidae) endemic to a thermal lake in southeastern Oregon,""Great Basin Naturalist: Vol. 40 : No. 2 , Article 1.",tbl_2,801
Williams,1980,Great Basin Naturalist,"Williams, Jack E. and Williams, Cynthia D. (1980) ""Feeding ecology ofGila boraxobius(Osteichthyes: Cyprinidae) endemic to a thermal lake in southeastern Oregon,""Great Basin Naturalist: Vol. 40 : No. 2 , Article 1.",tbl_1,796
Williams,1980,Great Basin Naturalist,"Williams, Jack E. and Williams, Cynthia D. (1980) ""Feeding ecology ofGila boraxobius(Osteichthyes: Cyprinidae) endemic to a thermal lake in southeastern Oregon,""Great Basin Naturalist: Vol. 40 : No. 2 , Article 1.",tbl_5,798
Williams,1980,Great Basin Naturalist,"Williams, Jack E. and Williams, Cynthia D. (1980) ""Feeding ecology ofGila boraxobius(Osteichthyes: Cyprinidae) endemic to a thermal lake in southeastern Oregon,""Great Basin Naturalist: Vol. 40 : No. 2 , Article 1.",tbl_6,799
Wilson,1999,Proceedings of the South Dakota Academy of Science,"Wilson, S. K., Fisher, S. J., & Willis, D. W. (1999). Tadpole madtom (Noturus gyrinus) biology in an upper Missouri River backwater. In Proceedings of the South Dakota Academy of Science (Vol. 78, p. 69).",tbl_2,803
Winemiller,1994,NA,"Winemiller, K. O., & Kelso‐Winemiller, L. C. (1994). Comparative ecology of the African pike, Hepsetus odoe, and tigerfish, Hydrocynus forskahlii, in the Zambezi River floodplain. Journal of Fish Biology, 45(2), 211-225.",tbl_3,804
Welton,1983,Archiv fur Hydrobiologie,"Welton, J. S., JS, W., & CA, M. (1983). Food and habitat partitioning in two small benthic fishes, Noemacheilus barbatulus (L.) and Cottus gobio L.",tbl_10,786
Yamazaki,2019,Ichthyological Research,"Yamazaki, K., Kanou, K., & Arayama, K. (2019). Nocturnal activity and feeding of juvenile channel catfish, Ictalurus punctatus, around offshore breakwaters in Lake Kasumigaura, Japan. Ichthyological Research, 66(1), 166-171.",tbl_1,816
Siaw-Yang,1988,Hydrobiologia,"Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.",tbl_1,681
Yatuha,2013,African Journal of Ecology,"Yatuha, J., Kang'ombe, J., & Chapman, L. (2013). Diet and feeding habits of the small catfish, C larias liocephalus in wetlands of W estern U ganda. African journal of ecology, 51(3), 385-392.",tbl_1,841
Zakeyuddin,2017,Sains Malaysiana,"Zakeyuddin, M. S., Isa, M. M., & Rawi, C. S. M. (2017). Terrestrial Insects as the Main Food for Freshwater Fish in Sungai Kerian Tributaries: An Implication on Habitat Conservation. Sains Malaysiana, 46(6), 833-843.",tbl_3,826
Laakso,1951,Transactions of the American Fisheries Society,"Laakso, M. (1951). Food habits of the Yellowstone whitefish Prosopium williamsoni cismontanus (Jordan).�Transactions of the American Fisheries Society,�80(1), 99-109.",tbl_1,417
Admassu,1997,Ethiopian Journal of Science,"Admassu, D., & Dadebo, E. (1997). Diet composition, length-weight relationship and condition factor of Barbus species Rüipell, 1836 (Pisces: Cyprinidae) in Lake Awassa, Ethiopia. SINET: Ethiopian Journal of Science, 20(1), 13-30.",tbl_3,13
Ayinla,1988,Nigerian Institute for Oceanography and Marine Research Lagos,"Ayinla, 1988, Nigerian Institute for Oceanography and Marine Research Lagos",tbl_1,39
BalıK,2003,Turkish Journal of Fisheries and Aquatic Sciences,"Balık, İ., Karaşahin, B., Özkök, R., Çubuk, H., & Uysal, R. (2003). Diet of silver crucian carp Carasssius gibelio in Lake Eğirdir. Turkish Journal of Fisheries and Aquatic Sciences, 3(2), 87-91.",tbl_3,51
BjöRnsson,2001,Limnologica,"Björnsson, B. (2001). The trophic ecology of arctic char (Salvelinus alpinus) and brown trout (Salmo trutta) in Ellidavatn, a small lake in Southwest Iceland. Limnologica, 31(3), 199-207.",tbl_1,59
BjöRnsson,2001,Limnologica,"Björnsson, B. (2001). The trophic ecology of arctic char (Salvelinus alpinus) and brown trout (Salmo trutta) in Ellidavatn, a small lake in Southwest Iceland. Limnologica, 31(3), 199-207.",tbl_2,60
Burris,1956,Graduate school of the Oklahoma Agricultural and Mechanical College,not findable,apdx_d,83
Burris,1956,Graduate school of the Oklahoma Agricultural and Mechanical College,not findable,apdx_f,84
Burris,1956,Graduate school of the Oklahoma Agricultural and Mechanical College,not findable,apdx_i,85
Carpenter,1940,In Proceedings of the Zoological Society of London,"Carpenter, K. E. (1940, September). The feeding of salmon parr in the Cheshire Dee. In Proceedings of the Zoological Society of London (Vol. 110, No. 1‐2, pp. 81-96). Oxford, UK: Blackwell Publishing Ltd.",tbl_1,101
Carpenter,1940,In Proceedings of the Zoological Society of London,"Carpenter, K. E. (1940, September). The feeding of salmon parr in the Cheshire Dee. In Proceedings of the Zoological Society of London (Vol. 110, No. 1‐2, pp. 81-96). Oxford, UK: Blackwell Publishing Ltd.",tbl_2,102
