author,year,journal,citation,table_figure,source_id
Quist et al.,2010,The Southwestern Naturalist,"Quist, M. C., Bower, M. R., & Hubert, W. A. (2006). Summer food habits and trophic overlap of roundtail chub and creek chub in Muddy Creek, Wyoming. The Southwestern Naturalist, 51(1), 22-27.",apdx 1,641
Quist et al.,2006,The Southwestern Naturalist,"Quist, M. C., Bower, M. R., & Hubert, W. A. (2006). Summer food habits and trophic overlap of roundtail chub and creek chub in Muddy Creek, Wyoming. The Southwestern Naturalist, 51(1), 22-27.",apdx 2,636
Rine et al.,2016,Canadian journal of fisheries and aquatic sciences,"Rine, K. M., Wipfli, M. S., Schoen, E. R., Nightengale, T. L., & Stricker, C. A. (2016). Trophic pathways supporting juvenile Chinook and coho salmon in the glacial Susitna River, Alaska: patterns of freshwater, marine, and terrestrial food resource use across a seasonally dynamic habitat mosaic. Canadian journal of fisheries and aquatic sciences, 73(11), 1626-1641.",tbl 4,650
Romand & Morgalet,1983,Revue De Zoologie Africaine,"Romand, R., & Morgalet, P. (1983). Ecology and feeding habits of vari‐ous Cyprinodontidae from Guinea. Revue De Zoologie Africaine, 97, 288-299.",tbl 2,655
Rondorf et al.,1990,Transactions of the American Fisheries Society,"Rondorf, D. W., Gray, G. A., & Fairley, R. B. (1990). Feeding ecology of subyearling chinook salmon in riverine and reservoir habitats of the Columbia River. Transactions of the American Fisheries Society, 119(1), 16-24.",tbl 1,658
Sagar & Glova,1994,New Zealand journal of marine and freshwater research,"Sagar, P. M., & Glova, G. J. (1994). Food partitioning by small fish in a coastal New Zealand stream. New Zealand journal of marine and freshwater research, 28(4), 429-436.",tbl 2,661
Saliu,2002,Revista de biología tropical,"Saliu, J. K. (2002). The diet of Brycinus nurse (Pisces: Characidae) from Asa reservoir, Ilorin, Nigeria. Revista de biología tropical, 239-242.",tbl 1,666
Sanyanga,1997,Hydrobiologia,"Sanyanga, R. A. (1997). Food composition and selectivity of Synodontis zambezensis (Pisces: Mochokidae) in Lake Kariba, and the ecological implications. Hydrobiologia, 361(1-3), 89-99.",tbl 1,671
Ayoade et al.,2008,Revista de biología tropical,"Ayoade, A., Fagade, S., & Adebisi, A. (2008). Diet and dietary habits of the fish Schilbe mystus (Siluriformes: Schilbeidae) in two artificial lakes in Southwestern Nigeria. Revista de biología tropical, 56(4), 1847-1855.",tbl 2,40
Shelton et al.,2018,African journal of aquatic science,"Shelton, J. M., Bird, M. S., & Marr, S. M. (2018). Evidence for diet partitioning among three coexisting native freshwater fishes in South Africa's Cape Fold Ecoregion. African journal of aquatic science, 43(2), 89-100.",tbl 1,677
Sibbing & Nabelkirk,2000,Reviews in Fish Biology and Fisheries,"Sibbing, F. A., & Nagelkerke, L. A. (2000). Resource partitioning by Lake Tana barbs predicted from fish morphometrics and prey characteristics. Reviews in Fish Biology and Fisheries, 10(4), 393-437.",tbl 5,682
Silva et al.,2019,Biota Neotropica,"Silva, Z., Nascimento, P. E. C. D., Vitule, J. R. S., Frehse, F. D. A., Ferraz, M. S. O., & Mourgués-Schurter, L. R. (2019). Diet and resource sharing by two Pimelodidae species in a Southeastern Brazilian reservoir. Biota Neotropica, 19(3).",tbl 2,685
Sloane,1984,Marine and Freshwater Research,"Sloane, R. D. (1984). Distribution, abundance, growth and food of freshwater eels (Anguilla spp.) in the Douglas River, Tasmania. Marine and Freshwater Research, 35(3), 325-339.",tbl 4,688
Snyder,1984,California Fish and Game,"Snyder, R. J. (1984). Seasonal variation in the diet of the three-spine stickleback, Gasterosteus aculeatus, in Contra Costa County, California. California Fish and Game, 70(3), 167-172.",tbl 1,690
Speirs,1974,Transactions of the American Fisheries Society,"Speirs, G. D. (1974). Food habits of landlocked salmon and brook trout in a Maine lake after introduction of landlocked alewives. Transactions of the American Fisheries Society, 103(2), 396-399.",tbl 1,696
Stoner,1980,Fishery Bulletin,"Stoner, A. W. (1980). Feeding ecology of Lagodon rhomboides (Pisces: Sparidae): variation and functional responses. Fishery Bulletin, 78(2), 337-352.",tbl 2,707
Surber,1941,Transactions of the American Fisheries Society,"Surber, E. W. (1941). A quantitative study of the food of the smallmouth black bass, Micropterus dolomieu, in three eastern streams. Transactions of the American Fisheries Society, 70(1), 311-334.",tbl 3,712
Swift,1970,California Fish and Game,"Swift, M. C. (1970). A qualitative and quantitative study of trout food in Castle Lake, California. California Fish and Game, 56(2), 100-120.",tbl 1,713
Swift,1970,California Fish and Game,"Swift, M. C. (1970). A qualitative and quantitative study of trout food in Castle Lake, California. California Fish and Game, 56(2), 100-120.",tbl 2,714
Taher et al.,2016,Special Second International Scientific Conference for the Life Sciences,"Taher, M. M., Al-Dubakel, A. Y., & Al-Lamy, J. H. (2016). Trophic breadth and dietary overlap for ten fish species caught from Shatt Al-Arab River, Fao, southern Iraq. Al-Kufa University Journal for Biology, (Special Second International Scientific Conference for the Life Sciences), 100-107.",tbl 5,716
Tester,1932,Publications of the ontario fisheries research laboratory,no results in search,tbl 1,723
Tester,1932,Publications of the ontario fisheries research laboratory,no results in search,tbl 3,724
Tester,1932,Publications of the ontario fisheries research laboratory,no results in search,tbl 4,725
Tester,1932,Publications of the ontario fisheries research laboratory,no results in search,tbl 5,726
Tester,1932,Publications of the ontario fisheries research laboratory,no results in search,tbl 6,727
Tippets,1978,The Journal of Animal Ecology,"Tippets, W. E., & Moyle, P. B. (1978). Epibenthic feeding by rainbow trout (Salmo gairdneri) in the McCloud River, California. The Journal of Animal Ecology, 549-559.",tbl 1,732
Vieira and Lopes,2013,Zoologia,"Vieira, J. P., & Lopes, M. N. (2013). Size-selective predation of the catfish Pimelodus pintado (Siluriformes: Pimelodidae) on the golden mussel Limnoperna fortunei (Bivalvia: Mytilidae). Zoologia (Curitiba), 30(1), 43-48.",tbl 1,758
Walter and Austin,2003,Fishery Bulletin,"Walter, J. F., & Austin, H. M. (2003). Diet composition of large striped bass (Morone saxatilis) in Chesapeake Bay. Fishery Bulletin, 101(2), 414.",tbl 2,770
Wasserman et al.,2011,African Zoology,"Wasserman, R. J., N. A. Strydom, and O. L. F. Weyl. ""Diet of largemouth bass, Micropterus salmoides (Centrarchidae), an invasive alien in the lower reaches of an Eastern Cape river, South Africa."" African Zoology 46.2 (2011): 378-386.",tbl 1,771
Webster,1943,Transactions of the American Fisheries Society,"Webster, D. A. (1943). Food progression in young white perch Morone americana (Gmelin) from Bantam Lake, Connecticut. Transactions of the American Fisheries Society, 72(1), 136-144.",tbl 2,774
Weiland,1994,"Master's thesis, University of Missouri-Columbia","Weiland, M. A. (1994). An evaluation of causes for the decline of the lake taneycomo trophy rainbow trout fishery (Master's thesis, University of Missouri-Columbia).",tbl 5,777
Weiland,1994,"Master's thesis, University of Missouri-Columbia","Weiland, M. A. (1994). An evaluation of causes for the decline of the lake taneycomo trophy rainbow trout fishery (Master's thesis, University of Missouri-Columbia).",tbl 5b,778
Weinman,2007,Journal of Freshwater Ecology,"Weinman, M. L., & Lauer, T. E. (2007). Diet of Grass Pickerel (Esox americanus vermiculafus) in Indiana Streams. Journal of Freshwater Ecology, 22(3), 451-460.",tbl2,779
Weliange and Amarasinghe,2003,Asian Fisheries Science,"Weliange, W. S., & Amarasinghe, U. S. (2003). Accounting for diel feeding periodicity in quantifying food resource partitioning in fish assemblages in three reservoirs of Sri Lanka. Asian Fisheries Science, 16(3/4), 203-214.",tbl 2,780
Weliange and Amarasinghe,2003,Asian Fisheries Science,"Weliange, W. S., & Amarasinghe, U. S. (2003). Accounting for diel feeding periodicity in quantifying food resource partitioning in fish assemblages in three reservoirs of Sri Lanka. Asian Fisheries Science, 16(3/4), 203-214.",tbl 3,781
Weliange and Amarasinghe,2003,Asian Fisheries Science,"Weliange, W. S., & Amarasinghe, U. S. (2003). Accounting for diel feeding periodicity in quantifying food resource partitioning in fish assemblages in three reservoirs of Sri Lanka. Asian Fisheries Science, 16(3/4), 203-214.",tbl 4,782
Welton et al.,1983,Arch. Hydrobiol.,"Welton, J. S., JS, W., & CA, M. (1983). Food and habitat partitioning in two small benthic fishes, Noemacheilus barbatulus (L.) and Cottus gobio L.",tbl 5,787
Whitaker,1977,American Midland Naturalist,"Whitaker Jr, J. O. (1977). Seasonal changes in food habits of some cyprinid fishes from the White River at Petersburg, Indiana. American Midland Naturalist, 411-418.",tb 1,789
Whitaker,1977,American Midland Naturalist,"Whitaker Jr, J. O. (1977). Seasonal changes in food habits of some cyprinid fishes from the White River at Petersburg, Indiana. American Midland Naturalist, 411-418.",tbl 2,790
Whitaker,1977,American Midland Naturalist,"Whitaker Jr, J. O. (1977). Seasonal changes in food habits of some cyprinid fishes from the White River at Petersburg, Indiana. American Midland Naturalist, 411-418.",tbl 3,791
Whitaker,1977,American Midland Naturalist,"Whitaker Jr, J. O. (1977). Seasonal changes in food habits of some cyprinid fishes from the White River at Petersburg, Indiana. American Midland Naturalist, 411-418.",tbl 3c,792
Williams et al.,1980,Great Basin Naturalist,"Williams, Jack E. and Williams, Cynthia D. (1980) ""Feeding ecology ofGila boraxobius(Osteichthyes: Cyprinidae) endemic to a thermal lake in southeastern Oregon,""Great Basin Naturalist: Vol. 40 : No. 2 , Article 1.",tbl 4,797
Williams et al.,1980,Great Basin Naturalist,"Williams, Jack E. and Williams, Cynthia D. (1980) ""Feeding ecology ofGila boraxobius(Osteichthyes: Cyprinidae) endemic to a thermal lake in southeastern Oregon,""Great Basin Naturalist: Vol. 40 : No. 2 , Article 1.",tbl1,800
Williams et al.,1980,Great Basin Naturalist,"Williams, Jack E. and Williams, Cynthia D. (1980) ""Feeding ecology ofGila boraxobius(Osteichthyes: Cyprinidae) endemic to a thermal lake in southeastern Oregon,""Great Basin Naturalist: Vol. 40 : No. 2 , Article 1.",tbl2,801
Williams et al.,1980,Great Basin Naturalist,"Williams, Jack E. and Williams, Cynthia D. (1980) ""Feeding ecology ofGila boraxobius(Osteichthyes: Cyprinidae) endemic to a thermal lake in southeastern Oregon,""Great Basin Naturalist: Vol. 40 : No. 2 , Article 1.",tbl 1,796
Williams et al.,1980,Great Basin Naturalist,"Williams, Jack E. and Williams, Cynthia D. (1980) ""Feeding ecology ofGila boraxobius(Osteichthyes: Cyprinidae) endemic to a thermal lake in southeastern Oregon,""Great Basin Naturalist: Vol. 40 : No. 2 , Article 1.",tbl 5,798
Williams et al.,1980,Great Basin Naturalist,"Williams, Jack E. and Williams, Cynthia D. (1980) ""Feeding ecology ofGila boraxobius(Osteichthyes: Cyprinidae) endemic to a thermal lake in southeastern Oregon,""Great Basin Naturalist: Vol. 40 : No. 2 , Article 1.",tbl 6,799
Wilson,1999,Proceedings of the South Dakota Academy of Science,"Wilson, S. K., Fisher, S. J., & Willis, D. W. (1999). Tadpole madtom (Noturus gyrinus) biology in an upper Missouri River backwater. In Proceedings of the South Dakota Academy of Science (Vol. 78, p. 69).",tbl2,803
Winemiller et al.,1994,Journal of Fish Biology,"Winemiller, K. O., & Kelso‐Winemiller, L. C. (1994). Comparative ecology of the African pike, Hepsetus odoe, and tigerfish, Hydrocynus forskahlii, in the Zambezi River floodplain. Journal of Fish Biology, 45(2), 211-225.",tbl 3,804
Welton et al.,1983,Arch. Hydrobiol.,"Welton, J. S., JS, W., & CA, M. (1983). Food and habitat partitioning in two small benthic fishes, Noemacheilus barbatulus (L.) and Cottus gobio L.",tbl 10,786
Yamazaki et al.,2019,Ichthyological Research,"Yamazaki, K., Kanou, K., & Arayama, K. (2019). Nocturnal activity and feeding of juvenile channel catfish, Ictalurus punctatus, around offshore breakwaters in Lake Kasumigaura, Japan. Ichthyological Research, 66(1), 166-171.",tbl 1,816
Siaw-Yang,1988,Hydrobiologia,"Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.",tbl 1,681
yatuha,2013,African Journal of Ecology,"Yatuha, J., Kang'ombe, J., & Chapman, L. (2013). Diet and feeding habits of the small catfish, C larias liocephalus in wetlands of W estern U ganda. African journal of ecology, 51(3), 385-392.",tbl1,841
Zakeyuddin et al.,2017,Sains Malaysiana,"Zakeyuddin, M. S., Isa, M. M., & Rawi, C. S. M. (2017). Terrestrial Insects as the Main Food for Freshwater Fish in Sungai Kerian Tributaries: An Implication on Habitat Conservation. Sains Malaysiana, 46(6), 833-843.",tbl 3,826
Laakso,1951,TAFS,"Laakso, M. (1951). Food habits of the Yellowstone whitefish Prosopium williamsoni cismontanus (Jordan).�Transactions of the American Fisheries Society,�80(1), 99-109.",tbl1,417
Admassu and Dadebo,1997,Ethiopian Journal of Science,"Admassu, D., & Dadebo, E. (1997). Diet composition, length-weight relationship and condition factor of Barbus species Rüipell, 1836 (Pisces: Cyprinidae) in Lake Awassa, Ethiopia. SINET: Ethiopian Journal of Science, 20(1), 13-30.",tbl 3,13
Ayinla,1988,Nigerian Institute for Oceanography and Marine Research Lagos,"Ayinla, 1988, Nigerian Institute for Oceanography and Marine Research Lagos",tbl1,39
Balık et al.,2003,Turkish Journal of Fisheries and Aquatic Sciences,"Balık, İ., Karaşahin, B., Özkök, R., Çubuk, H., & Uysal, R. (2003). Diet of silver crucian carp Carasssius gibelio in Lake Eğirdir. Turkish Journal of Fisheries and Aquatic Sciences, 3(2), 87-91.",tbl 3,51
Björnsson,2001,Limnologica,"Björnsson, B. (2001). The trophic ecology of arctic char (Salvelinus alpinus) and brown trout (Salmo trutta) in Ellidavatn, a small lake in Southwest Iceland. Limnologica, 31(3), 199-207.",tbl 1,59
Björnsson,2001,Limnologica,"Björnsson, B. (2001). The trophic ecology of arctic char (Salvelinus alpinus) and brown trout (Salmo trutta) in Ellidavatn, a small lake in Southwest Iceland. Limnologica, 31(3), 199-207.",tbl 2,60
Burris,1956,Graduate school of the Oklahoma Agricultural and Mechanical College,not findable,apdx d,83
Burris,1956,Graduate school of the Oklahoma Agricultural and Mechanical College,not findable,apdx f,84
Burris,1956,Graduate school of the Oklahoma Agricultural and Mechanical College,not findable,apdx i,85
Carpenter,1940,In Proceedings of the Zoological Society of London,"Carpenter, K. E. (1940, September). The feeding of salmon parr in the Cheshire Dee. In Proceedings of the Zoological Society of London (Vol. 110, No. 1‐2, pp. 81-96). Oxford, UK: Blackwell Publishing Ltd.",tbl 1,101
Carpenter,1940,In Proceedings of the Zoological Society of London,"Carpenter, K. E. (1940, September). The feeding of salmon parr in the Cheshire Dee. In Proceedings of the Zoological Society of London (Vol. 110, No. 1‐2, pp. 81-96). Oxford, UK: Blackwell Publishing Ltd.",tbl 2,102
Clemens,1951,Transactions of the American Fisheries Society,"Clemens, H. P. (1951). The food of the burbot Lota lota maculosa (LeSueur) in Lake Erie. Transactions of the American Fisheries Society, 80(1), 56-66.",tbl 3,115
Davis et al.,2018,Transactions of the American Fisheries Society,"Davis, M. J., Woo, I., Ellings, C. S., Hodgson, S., Beauchamp, D. A., Nakai, G., & De La Cruz, S. E. (2018). Integrated diet analyses reveal contrasting trophic niches for wild and hatchery juvenile Chinook Salmon in a large river delta. Transactions of the American Fisheries Society, 147(5), 818-841.",tbl 1,156
Drawnay & Elnager,2015,Journal of Aquatic Resource Development,"El-Drawany, M. A., & Elnagar, W. G. (2015). Growth, food and feeding habits of Bagrus bayad and Bagrus docmac inhibiting Muess channel, Sharkia province, Egypt. Journal of Aquaculture Research & Development, 6(7), 1.",tbl 7,172
Drawnay & Elnager,2015,Journal of Aquatic Resource Development,"El-Drawany, M. A., & Elnagar, W. G. (2015). Growth, food and feeding habits of Bagrus bayad and Bagrus docmac inhibiting Muess channel, Sharkia province, Egypt. Journal of Aquaculture Research & Development, 6(7), 1.",tbl 9,173
Elliot and Jenkins,1972,CALIF FISH GAME,"Elliot, G. V., & Jenkins, T. M. (1972). Winter food of trout in three high elevation Sierra Nevada lakes. CALIF FISH GAME. VOL 58, NO 3, P 231-237. 1972.",tbl 1,190
Garner,1996,Journal of Fish Biology,"Garner, P. (1996). Microhabitat use and diet of 0+ cyprinid fishes in a lentic, regulated reach of the River Great Ouse, England. Journal of Fish Biology, 48(3), 367-382.",tbl 4,230
Garner,1996,Journal of Fish Biology,"Garner, P. (1996). Microhabitat use and diet of 0+ cyprinid fishes in a lentic, regulated reach of the River Great Ouse, England. Journal of Fish Biology, 48(3), 367-382.",tbl 5,231
Garner,1996,Journal of Fish Biology,"Garner, P. (1996). Microhabitat use and diet of 0+ cyprinid fishes in a lentic, regulated reach of the River Great Ouse, England. Journal of Fish Biology, 48(3), 367-382.",tbl 7,232
